ID,順位2018,選手名2018,チーム2018,防御率2018,試合2018,勝利2018,敗北2018,セlブ2018,ホlルド2018,勝率2018,打者2018,投球回2018,被安打2018,被本塁打2018,与四球2018,与死球2018,奪三振2018,失点2018,自責点2018,WHIP2018,DIPS2018
809,1,小川　龍也,西武,0.00,5,0,0,0,2,0.0,11,3.2,1,0,0,0,2,0,0,0.27,2.03
497,1,岩嵜　翔,ソフトバンク,0.00,2,1,0,0,1,1.0,5,2.0,0,0,0,0,2,0,0,0.00,1.12
304,1,青山　大紀,オリックス,0.00,2,0,0,0,0,0.0,8,1.2,0,0,4,0,2,0,0,2.40,7.92
390,1,田川　賢吾,ヤクルト,0.00,1,0,0,0,0,0.0,4,1.0,0,0,1,0,1,0,0,1.00,4.12
48,1,カンポス,広島,0.00,1,0,0,0,0,0.0,4,1.0,1,0,1,0,0,0,0,2.00,6.12
345,6,嘉弥真　新也,ソフトバンク,1.03,53,2,1,0,20,0.667,100,26.1,11,1,7,2,24,5,3,0.68,2.70
255,7,比嘉　幹貴,オリックス,1.13,35,0,2,1,7,0.0,116,32.0,17,2,6,2,21,4,4,0.72,3.00
749,8,西宮　悠介,楽天,1.23,6,0,0,0,1,0.0,31,7.1,2,0,8,1,8,1,1,1.36,4.62
225,9,宮西　尚生,日本ハム,1.41,47,4,1,0,32,0.8,155,38.1,23,1,15,4,35,8,6,0.99,2.96
168,10,公文　克彦,日本ハム,1.47,50,2,0,0,10,1.0,201,49.0,43,3,12,0,47,10,8,1.12,2.55
667,11,東明　大貴,オリックス,1.64,2,0,1,0,0,0.0,43,11.0,12,0,0,0,7,2,2,1.09,1.85
713,12,フランスア,広島,1.65,37,2,3,1,16,0.4,221,54.2,29,2,26,1,71,14,10,1.01,2.42
388,13,メルセデス,巨人,1.66,8,5,2,0,0,0.7140000000000001,230,59.2,44,2,11,1,34,14,11,0.92,3.02
359,14,今野　龍太,楽天,1.80,3,0,0,0,0,0.0,22,5.0,4,0,4,0,6,1,1,1.60,2.52
355,15,久保　裕也,楽天,1.90,22,1,0,1,3,1.0,101,23.2,20,4,10,1,18,6,5,1.27,5.06
594,16,宮國　椋丞,巨人,1.97,29,0,0,0,4,0.0,133,32.0,27,4,10,3,25,8,7,1.16,4.40
463,17,ハーマン,楽天,1.99,47,2,3,18,12,0.4,183,45.1,36,2,17,2,44,13,10,1.17,2.88
722,18,松本　裕樹,ソフトバンク,2.04,3,1,0,0,0,1.0,71,17.2,11,2,7,0,12,4,4,1.02,4.42
196,19,宋　家豪,楽天,2.05,29,4,2,0,5,0.667,127,30.2,22,4,16,0,27,8,7,1.24,4.13
317,20,松永　昂大,ロッテ,2.08,50,2,2,0,25,0.5,141,34.2,30,1,12,2,27,9,8,1.21,3.15
760,21,藤川　球児,阪神,2.18,44,4,2,1,18,0.667,189,45.1,24,2,29,1,52,17,11,1.17,3.19
593,21,青山　浩二,楽天,2.18,43,3,1,0,19,0.75,168,41.1,30,2,16,4,32,11,10,1.11,3.58
466,23,大瀬良　大地,広島,2.21,22,15,5,0,0,0.75,575,146.2,109,18,30,2,128,46,36,0.95,3.60
541,23,増井　浩俊,オリックス,2.21,55,1,4,30,9,0.2,242,57.0,45,4,30,1,63,14,14,1.32,3.24
175,25,山本　由伸,オリックス,2.22,49,4,1,1,30,0.8,190,48.2,34,3,12,2,44,14,12,0.95,2.91
530,26,高梨　雄平,楽天,2.23,55,1,3,1,13,0.25,158,36.1,28,1,18,3,44,13,9,1.27,2.54
740,27,佐藤　優,中日,2.25,30,1,2,1,8,0.33299999999999996,134,32.0,15,2,18,3,37,11,8,1.03,3.59
832,27,阿部　和成,ロッテ,2.25,5,0,1,0,0,0.0,21,4.0,4,0,4,0,2,3,1,2.00,4.37
332,29,井口　和朋,日本ハム,2.28,26,1,1,1,4,0.5,110,27.2,23,0,7,0,27,9,7,1.08,1.71
665,30,寺原　隼人,ソフトバンク,2.29,17,0,0,0,3,0.0,97,19.2,20,0,17,3,15,6,5,1.88,4.65
876,31,伊藤　翔,西武,2.30,12,2,0,0,0,1.0,65,15.2,17,1,1,0,8,8,4,1.15,3.12
795,32,マーティン,西武,2.31,12,1,0,0,7,1.0,50,11.2,7,2,8,2,10,3,3,1.29,6.21
307,33,ミランダ,ソフトバンク,2.33,3,2,0,0,0,1.0,76,19.1,13,2,7,0,17,5,5,1.03,3.79
157,34,石山　泰稚,ヤクルト,2.34,56,3,2,25,7,0.6,232,57.2,50,5,13,1,48,17,15,1.09,3.26
694,35,ヒース,西武,2.35,33,3,1,8,9,0.75,120,30.2,19,3,6,3,43,8,8,0.82,2.47
361,36,岸田　護,オリックス,2.45,7,0,0,0,1,0.0,28,7.1,7,0,1,0,7,2,2,1.09,1.62
519,37,岸　孝之,楽天,2.54,20,9,3,0,0,0.75,552,142.0,108,19,24,7,140,43,40,0.93,3.48
30,38,ボルシンガー,ロッテ,2.56,19,13,2,0,0,0.867,465,116.0,97,7,40,0,83,37,33,1.18,3.48
822,38,石川　直也,日本ハム,2.56,42,1,2,11,18,0.33299999999999996,164,38.2,35,2,15,0,42,13,11,1.29,2.71
155,38,田原　誠次,巨人,2.56,29,2,0,0,1,1.0,125,31.2,27,4,8,0,19,9,9,1.11,4.23
46,41,ドリス,阪神,2.57,44,1,4,29,1,0.2,182,42.0,41,2,14,2,41,17,12,1.31,2.86
224,41,浅尾　拓也,中日,2.57,7,0,0,0,0,0.0,28,7.0,4,1,5,0,6,2,2,1.29,5.41
538,43,菅野　智之,巨人,2.59,22,11,7,0,0,0.611,642,160.0,141,13,28,2,161,49,46,1.06,2.73
635,44,東　克樹,DeNA,2.63,19,9,5,0,0,0.643,504,123.0,109,10,33,1,118,38,36,1.15,3.09
717,44,ジャクソン,広島,2.63,43,3,1,1,24,0.75,179,41.0,37,6,23,1,40,14,12,1.46,4.75
864,46,鍵谷　陽平,日本ハム,2.66,23,0,0,0,2,0.0,104,23.2,25,2,9,0,19,8,7,1.44,3.75
452,47,浦野　博司,日本ハム,2.67,27,2,2,7,1,0.5,139,33.2,30,3,8,0,37,11,10,1.13,2.62
40,48,モレノ,阪神,2.70,8,0,0,0,3,0.0,28,6.2,8,0,3,0,6,2,2,1.65,2.22
503,49,中﨑　翔太,広島,2.73,57,3,0,29,6,1.0,252,56.0,58,6,24,1,49,19,17,1.46,4.00
251,49,大下　佑馬,ヤクルト,2.73,16,1,1,0,3,0.5,105,26.1,17,4,7,1,28,9,8,0.91,3.88
339,51,ヤングマン,巨人,2.77,4,3,1,0,0,0.75,107,26.0,25,2,9,0,25,9,8,1.31,3.12
280,52,澤田　圭佑,オリックス,2.78,31,3,0,0,5,1.0,130,32.1,28,3,8,1,30,10,10,1.11,3.12
702,53,ガルシア,中日,2.82,23,12,7,0,0,0.632,601,143.2,118,12,64,4,114,48,45,1.27,4.04
333,53,上沢　直之,日本ハム,2.82,21,10,4,0,0,0.7140000000000001,565,140.1,119,10,33,5,121,48,44,1.08,3.11
808,55,二木　康太,ロッテ,2.84,11,3,5,0,0,0.375,290,73.0,56,5,24,2,71,28,23,1.10,3.09
87,56,岩貞　祐太,阪神,2.85,17,5,7,0,0,0.41700000000000004,411,98.0,93,11,26,1,91,35,31,1.21,3.55
249,57,三嶋　一輝,DeNA,2.88,48,6,1,0,11,0.857,234,56.1,41,6,25,2,68,18,18,1.17,3.32
228,57,野田　昇吾,西武,2.88,46,1,1,1,16,0.5,149,34.1,29,4,20,3,33,12,11,1.43,4.72
244,59,森　雄大,楽天,2.89,4,0,0,0,0,0.0,41,9.1,9,1,8,0,4,3,3,1.82,6.23
544,60,ジョンソン,広島,2.93,20,10,2,0,0,0.833,516,122.2,113,7,42,5,94,44,40,1.26,3.38
877,60,桑原　謙太朗,阪神,2.93,47,4,1,0,25,0.8,182,43.0,43,4,8,4,49,16,14,1.19,2.89
436,60,パットン,DeNA,2.93,42,3,0,0,25,1.0,172,40.0,42,2,13,1,51,13,13,1.38,2.05
351,63,マシソン,巨人,2.97,34,0,3,8,14,0.0,133,33.1,21,3,13,1,41,12,11,1.02,3.00
650,64,小川　泰弘,ヤクルト,3.00,16,6,5,0,0,0.545,391,93.0,97,7,22,1,78,34,31,1.28,3.10
179,64,南　昌輝,ロッテ,3.00,35,2,2,0,6,0.5,152,33.0,37,0,17,1,29,13,11,1.64,2.73
130,64,サファテ,ソフトバンク,3.00,6,1,0,5,0,1.0,25,6.0,4,0,3,0,9,2,2,1.17,1.62
651,67,大竹　耕太郎,ソフトバンク,3.04,4,1,0,0,0,1.0,105,26.2,24,3,6,0,16,9,9,1.13,4.06
458,68,能見　篤史,阪神,3.05,30,3,2,1,11,0.6,171,41.1,34,5,13,2,36,20,14,1.14,4.04
581,68,岡本　健,ソフトバンク,3.05,23,1,0,0,0,1.0,156,38.1,37,3,15,0,21,13,13,1.36,4.22
80,70,高橋　礼,ソフトバンク,3.06,6,0,1,0,0,0.0,76,17.2,14,1,12,3,9,6,6,1.47,5.38
208,71,菊池　雄星,西武,3.07,19,10,4,0,0,0.7140000000000001,541,134.2,102,15,38,3,126,47,46,1.04,3.59
480,71,千賀　滉大,ソフトバンク,3.07,17,11,4,0,0,0.733,444,108.1,86,14,45,4,126,37,37,1.21,3.83
829,73,アルバース,オリックス,3.08,19,9,2,0,0,0.818,455,114.0,105,10,21,2,83,40,39,1.11,3.41
257,74,アダメス,巨人,3.09,19,0,2,4,1,0.0,104,23.1,22,1,17,0,14,8,8,1.67,4.41
514,74,田中　健二朗,DeNA,3.09,10,1,1,0,0,0.5,47,11.2,12,0,3,0,14,4,4,1.29,1.23
764,76,三上　朋也,DeNA,3.10,52,1,1,0,17,0.5,207,49.1,48,3,16,1,34,17,17,1.30,3.32
532,77,森　唯斗,ソフトバンク,3.12,53,2,4,25,6,0.33299999999999996,208,49.0,42,5,18,2,54,18,17,1.22,3.41
771,77,山﨑　康晃,DeNA,3.12,44,2,4,28,2,0.33299999999999996,178,43.1,35,4,13,1,48,16,15,1.11,2.87
677,79,有吉　優樹,ロッテ,3.14,25,6,2,0,2,0.75,361,83.0,90,11,26,3,46,32,29,1.40,4.75
407,80,石川　歩,ロッテ,3.19,18,9,5,0,0,0.643,472,115.2,109,13,23,2,68,43,41,1.14,4.03
368,81,一岡　竜司,広島,3.21,50,3,6,1,15,0.33299999999999996,201,47.2,40,7,17,0,51,19,17,1.20,3.83
219,82,益田　直也,ロッテ,3.23,57,2,6,3,14,0.25,219,53.0,35,5,23,3,48,23,19,1.09,3.95
408,83,黒木　優太,オリックス,3.27,37,1,1,0,17,0.5,134,33.0,30,2,11,0,25,12,12,1.24,3.21
718,84,祖父江　大輔,中日,3.29,43,1,1,0,13,0.5,178,41.0,42,4,16,0,31,17,15,1.41,4.05
371,85,榎田　大樹,西武,3.30,18,9,2,0,0,0.818,430,101.0,97,11,31,11,78,41,37,1.27,4.24
65,86,辛島　航,楽天,3.33,19,4,8,0,0,0.33299999999999996,425,100.0,97,7,37,7,88,39,37,1.34,3.56
150,86,吉田　一将,オリックス,3.33,49,3,4,0,20,0.429,201,48.2,41,2,15,3,46,18,18,1.15,2.63
74,88,メッセンジャー,阪神,3.35,24,11,7,0,0,0.611,638,153.1,138,8,50,3,129,61,57,1.23,3.13
184,88,近藤　大亮,オリックス,3.35,48,3,3,0,8,0.5,207,51.0,31,7,24,0,50,19,19,1.08,4.18
542,90,近藤　一樹,ヤクルト,3.41,61,5,3,1,31,0.625,276,63.1,60,7,27,1,66,30,24,1.37,3.70
862,91,望月　惇志,阪神,3.42,21,0,0,0,0,0.0,113,26.1,26,3,9,0,29,13,10,1.33,3.42
133,92,アドゥワ　誠,広島,3.43,45,5,2,0,5,0.7140000000000001,259,60.1,56,2,28,2,28,24,23,1.39,4.06
645,92,藤嶋　健人,中日,3.43,17,2,1,0,0,0.667,257,60.1,57,6,23,0,36,23,23,1.33,4.36
849,92,平井　克典,西武,3.43,51,3,1,0,14,0.75,180,44.2,33,9,15,2,47,17,17,1.07,4.78
158,95,山田　修義,オリックス,3.46,19,1,1,0,9,0.5,51,13.0,7,1,4,0,17,6,5,0.85,2.43
110,96,村田　透,日本ハム,3.48,14,5,3,0,0,0.625,273,64.2,63,4,16,4,38,29,25,1.22,3.68
166,96,砂田　毅樹,DeNA,3.48,56,0,1,0,18,0.0,194,44.0,38,1,21,4,35,18,17,1.34,3.19
475,98,加治屋　蓮,ソフトバンク,3.50,57,3,1,0,22,0.75,230,54.0,57,4,20,2,42,21,21,1.43,3.47
870,99,西村　天裕,日本ハム,3.52,26,2,2,1,8,0.5,102,23.0,21,1,12,2,25,9,9,1.43,3.08
725,100,マルティネス,日本ハム,3.53,21,9,8,0,0,0.529,568,135.0,140,15,32,4,78,58,53,1.27,4.14
487,101,ディクソン,オリックス,3.55,18,4,6,0,0,0.4,414,99.0,90,7,30,5,84,40,39,1.21,3.40
867,101,小石　博孝,西武,3.55,21,1,0,0,0,1.0,110,25.1,22,3,15,4,10,10,10,1.46,6.12
176,101,齊藤　大将,西武,3.55,14,1,2,0,1,0.33299999999999996,55,12.2,12,1,6,1,9,5,5,1.42,4.38
188,104,塩見　貴洋,楽天,3.56,11,2,3,0,0,0.4,278,68.1,71,8,8,2,53,30,27,1.16,3.53
119,104,エスコバー,DeNA,3.56,43,2,2,0,10,0.5,184,43.0,40,4,18,2,44,19,17,1.35,3.47
