ID,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010
533,215,橋本　義隆,ヤクルト,5.68,18,1,0,0,0,1.0,92,19.0,30,2,6,1,14,16,12,1.89,4.12
861,217,ホールトン,ソフトバンク,5.70,16,8,6,0,0,0.5710000000000001,349,79.0,97,11,25,1,69,52,50,1.54,4.17
231,218,フォッサム,阪神,5.72,12,2,5,0,0,0.28600000000000003,258,56.2,65,9,24,5,48,37,36,1.57,4.97
561,219,谷元　圭介,日本ハム,5.74,14,1,2,0,2,0.33299999999999996,68,15.2,18,2,4,0,12,10,10,1.40,3.82
644,220,チューク,広島,5.79,16,2,0,1,2,1.0,88,18.2,24,0,7,1,12,15,12,1.66,3.12
535,220,石川　俊介,阪神,5.79,4,0,0,0,0,0.0,21,4.2,6,0,2,0,3,3,3,1.71,3.12
455,222,梅津　智弘,広島,5.80,46,0,1,0,6,0.0,186,40.1,47,9,17,3,24,33,26,1.59,6.17
523,223,前田　祐二,オリックス,5.91,20,0,0,0,1,0.0,52,10.2,14,1,6,0,8,7,7,1.88,4.53
267,223,青木　勇人,広島,5.91,6,0,0,0,0,0.0,49,10.2,11,2,3,1,4,8,7,1.31,5.65
648,225,林　昌樹,広島,5.96,26,0,1,0,1,0.0,120,25.2,40,4,7,1,19,17,17,1.83,4.60
528,226,岸本　秀樹,広島,5.97,51,1,2,0,10,0.33299999999999996,286,60.1,86,6,21,5,45,44,40,1.77,4.21
476,227,バーネット,ヤクルト,5.99,16,4,5,0,0,0.444,376,79.2,99,9,41,4,70,55,53,1.76,4.49
357,228,中里　篤史,巨人,6.00,2,0,0,0,0,0.0,16,3.0,4,0,3,0,1,2,2,2.33,5.45
774,229,川岸　強,楽天,6.12,49,2,5,13,4,0.28600000000000003,230,50.0,67,8,18,3,46,35,34,1.70,4.44
877,229,桑原　謙太朗,横浜,6.12,18,1,2,0,1,0.33299999999999996,118,25.0,25,4,16,4,19,17,17,1.64,5.96
323,231,小林　太志,横浜,6.21,20,0,2,0,0,0.0,171,37.2,42,8,17,2,26,27,26,1.57,6.01
247,232,橋本　健太郎,ロッテ,6.35,9,0,1,0,1,0.0,25,5.2,4,1,4,1,5,4,4,1.41,6.30
755,233,桟原　将司,阪神,6.43,6,0,1,0,0,0.0,34,7.0,10,0,2,1,8,5,5,1.71,2.12
429,233,大久保　勝信,オリックス,6.43,5,0,0,0,0,0.0,33,7.0,8,0,5,0,6,5,5,1.86,3.55
435,235,土肥　義弘,西武,6.50,25,0,0,0,4,0.0,89,18.0,24,1,11,1,10,16,13,1.94,4.56
125,236,阿斗里,横浜,6.51,16,0,7,0,0,0.0,214,47.0,56,10,16,4,28,37,34,1.53,5.91
336,237,野間口　貴彦,巨人,6.52,12,1,2,0,0,0.33299999999999996,89,19.1,22,6,9,1,12,16,14,1.60,7.46
154,238,加藤　幹典,ヤクルト,6.60,8,1,1,0,0,0.5,71,15.0,19,3,9,0,7,11,11,1.87,6.39
496,239,金森　敬之,日本ハム,6.62,17,1,1,0,0,0.5,170,35.1,50,10,14,1,22,28,26,1.81,6.66
729,240,伊原　正樹,オリックス,6.65,6,0,3,0,0,0.0,110,23.0,31,2,14,1,11,20,17,1.96,5.25
495,240,筒井　和也,阪神,6.65,23,0,2,0,2,0.0,103,21.2,27,3,9,3,15,18,16,1.66,4.92
377,242,糸数　敬作,日本ハム,6.69,8,2,2,0,0,0.5,159,36.1,38,10,10,4,17,29,27,1.32,6.92
370,243,青木　高広,広島,6.75,19,1,6,0,2,0.14300000000000002,305,65.1,102,8,12,4,45,51,49,1.74,4.07
534,243,ダービン,ソフトバンク,6.75,3,0,2,0,0,0.0,73,16.0,16,3,10,2,11,12,12,1.63,6.43
736,243,川崎　雄介,阪神,6.75,22,0,1,0,3,0.0,64,13.1,23,1,4,0,14,10,10,2.03,2.67
139,243,赤川　克紀,ヤクルト,6.75,1,0,1,0,0,0.0,24,5.1,7,0,1,1,3,4,4,1.50,3.12
588,247,小笠原　孝,中日,6.84,5,1,3,0,0,0.25,119,25.0,34,9,7,3,8,26,19,1.64,8.24
129,248,八木　智哉,日本ハム,6.92,9,1,4,0,0,0.2,182,39.0,47,10,18,4,27,31,30,1.67,6.76
459,248,吉川　光夫,日本ハム,6.92,9,0,4,0,0,0.0,122,26.0,35,7,11,1,20,21,20,1.77,6.47
894,250,神内　靖,ソフトバンク,7.02,10,0,0,0,0,0.0,75,16.2,18,3,6,1,17,13,13,1.44,4.68
828,251,ベイル,広島,7.09,30,0,3,1,4,0.0,124,26.2,29,3,15,3,21,23,21,1.65,5.03
457,252,武内　久士,広島,7.11,5,0,0,0,0,0.0,30,6.1,7,2,5,0,1,5,5,1.89,9.28
379,253,松崎　伸吾,楽天,7.13,9,1,2,0,0,0.33299999999999996,128,24.0,37,4,13,2,16,27,19,2.08,5.83
513,254,大谷　智久,ロッテ,7.20,11,1,1,0,1,0.5,70,15.0,22,2,4,0,5,12,12,1.73,4.99
186,255,三浦　大輔,横浜,7.23,16,3,8,0,0,0.273,365,79.2,108,12,23,4,58,67,64,1.64,4.53
434,256,安藤　優也,阪神,7.27,19,2,3,0,0,0.4,246,52.0,78,9,14,0,31,45,42,1.77,4.93
227,256,戸村　健次,楽天,7.27,4,0,1,0,0,0.0,84,17.1,23,3,10,1,13,15,14,1.90,5.60
656,258,川越　英隆,ロッテ,7.36,15,3,2,0,0,0.6,144,29.1,49,4,3,2,14,25,24,1.77,4.45
300,258,谷中　真二,西武,7.36,8,0,0,0,0,0.0,40,7.1,9,1,10,1,3,6,6,2.59,8.57
426,258,土本　恭平,巨人,7.36,4,0,1,0,0,0.0,16,3.2,1,1,3,1,5,3,3,1.09,6.39
602,261,久本　祐一,中日,7.50,6,0,0,0,0,0.0,27,6.0,9,1,1,0,4,5,5,1.67,4.45
21,261,若竹　竜士,阪神,7.50,4,0,0,0,0,0.0,33,6.0,8,0,5,0,4,7,5,2.17,4.29
778,263,藤江　均,横浜,7.52,15,2,3,0,1,0.4,185,40.2,54,10,11,3,34,36,34,1.60,5.68
552,264,水田　章雄,ソフトバンク,7.62,14,0,0,0,1,0.0,69,13.0,22,1,5,2,6,14,11,2.08,4.81
27,265,大沼　幸二,西武,7.71,16,2,1,0,0,0.667,108,23.1,30,2,10,1,15,20,20,1.71,4.36
328,265,伊東　昂大,広島,7.71,5,0,0,0,0,0.0,22,4.2,4,0,3,0,3,4,4,1.50,3.76
279,265,宮田　和希,西武,7.71,2,0,0,0,0,0.0,12,2.1,2,1,3,0,2,2,2,2.14,10.83
252,268,高崎　健太郎,横浜,7.80,7,1,1,0,0,0.5,70,15.0,23,3,4,0,9,13,13,1.80,5.32
579,269,加藤　康介,横浜,7.81,49,0,2,0,7,0.0,138,27.2,37,2,16,2,23,24,24,1.92,4.24
178,270,長谷部　康平,楽天,7.83,10,3,5,0,0,0.375,200,43.2,49,10,23,2,30,42,38,1.65,6.30
338,271,デラクルス,ヤクルト,7.84,9,0,0,0,0,0.0,46,10.1,14,2,1,0,4,9,9,1.45,5.15
66,271,須永　英輝,日本ハム,7.84,5,0,0,0,0,0.0,47,10.1,14,1,5,0,9,9,9,1.84,4.09
222,273,小松　剛,広島,7.94,5,1,3,0,0,0.25,110,22.2,36,5,8,1,19,21,20,1.94,5.50
104,274,松本　輝,楽天,8.04,8,0,1,0,0,0.0,78,15.2,27,2,7,1,7,16,14,2.17,5.42
497,275,岩嵜　翔,ソフトバンク,8.06,6,0,3,0,0,0.0,105,22.1,30,2,9,1,9,21,20,1.75,4.82
343,276,星野　智樹,西武,8.10,27,0,0,0,8,0.0,63,13.1,14,0,8,2,10,12,12,1.65,3.87
759,276,森　跳二,広島,8.10,3,0,0,0,0,0.0,19,3.1,8,0,2,0,2,3,3,3.00,3.72
206,279,岡本　洋介,西武,8.38,10,0,0,0,0,0.0,48,9.2,15,1,5,0,6,10,9,2.07,4.78
57,280,松山　傑,横浜,9.00,5,0,0,0,0,0.0,21,4.0,4,0,4,1,1,4,4,2.00,6.37
71,281,高橋　建,広島,9.30,26,4,5,0,8,0.444,144,30.0,37,8,19,0,17,32,31,1.87,7.15
207,282,山本　淳,西武,9.45,9,0,0,0,0,0.0,34,6.2,11,0,3,1,3,7,7,2.10,4.02
753,283,山岸　穣,ヤクルト,9.82,4,0,0,0,0,0.0,33,7.1,7,2,3,1,8,8,8,1.36,5.71
