,順位2018,選手名2018,チーム2018,防御率2018,試合2018,勝利2018,敗北2018,セlブ2018,ホlルド2018,勝率2018,打者2018,投球回2018,被安打2018,被本塁打2018,与四球2018,与死球2018,奪三振2018,失点2018,自責点2018,WHIP2018,DIPS2018,順位2017,選手名2017,チーム2017,防御率2017,試合2017,勝利2017,敗北2017,セlブ2017,ホlルド2017,勝率2017,打者2017,投球回2017,被安打2017,被本塁打2017,与四球2017,与死球2017,奪三振2017,失点2017,自責点2017,WHIP2017,DIPS2017,順位2016,選手名2016,チーム2016,防御率2016,試合2016,勝利2016,敗北2016,セlブ2016,ホlルド2016,勝率2016,打者2016,投球回2016,被安打2016,被本塁打2016,与四球2016,与死球2016,奪三振2016,失点2016,自責点2016,WHIP2016,DIPS2016,順位2015,選手名2015,チーム2015,防御率2015,試合2015,勝利2015,敗北2015,セlブ2015,ホlルド2015,勝率2015,打者2015,投球回2015,被安打2015,被本塁打2015,与四球2015,与死球2015,奪三振2015,失点2015,自責点2015,WHIP2015,DIPS2015,順位2014,選手名2014,チーム2014,防御率2014,試合2014,勝利2014,敗北2014,セlブ2014,ホlルド2014,勝率2014,打者2014,投球回2014,被安打2014,被本塁打2014,与四球2014,与死球2014,奪三振2014,失点2014,自責点2014,WHIP2014,DIPS2014,順位2013,選手名2013,チーム2013,防御率2013,試合2013,勝利2013,敗北2013,セlブ2013,ホlルド2013,勝率2013,打者2013,投球回2013,被安打2013,被本塁打2013,与四球2013,与死球2013,奪三振2013,失点2013,自責点2013,WHIP2013,DIPS2013,順位2012,選手名2012,チーム2012,防御率2012,試合2012,勝利2012,敗北2012,セlブ2012,ホlルド2012,勝率2012,打者2012,投球回2012,被安打2012,被本塁打2012,与四球2012,与死球2012,奪三振2012,失点2012,自責点2012,WHIP2012,DIPS2012,順位2011,選手名2011,チーム2011,防御率2011,試合2011,勝利2011,敗北2011,セlブ2011,ホlルド2011,勝率2011,打者2011,投球回2011,被安打2011,被本塁打2011,与四球2011,与死球2011,奪三振2011,失点2011,自責点2011,WHIP2011,DIPS2011,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010,順位2009,選手名2009,チーム2009,防御率2009,試合2009,勝利2009,敗北2009,セlブ2009,ホlルド2009,勝率2009,打者2009,投球回2009,被安打2009,被本塁打2009,与四球2009,与死球2009,奪三振2009,失点2009,自責点2009,WHIP2009,DIPS2009,登録名
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,宮田　和希,西武,5.21,18.0,1.0,0.0,0.0,0.0,1.0,91.0,19.0,19.0,3.0,15.0,0.0,15.0,11.0,11.0,1.79,5.96,27.0,宮田　和希,西武,1.84,10.0,0.0,0.0,0.0,1.0,0.0,63.0,14.2,14.0,1.0,8.0,0.0,17.0,3.0,3.0,1.50,3.32,,,,,,,,,,,,,,,,,,,,,,1.0,宮田　和希,西武,0.00,3.0,0.0,0.0,0.0,0.0,0.0,12.0,2.2,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.13,4.62,,,,,,,,,,,,,,,,,,,,,,265.0,宮田　和希,西武,7.71,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.1,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.14,10.83,290.0,宮田　和希,西武,27.00,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,0.0,3.0,0.0,2.0,3.0,3.0,7.00,8.12,宮田　和希
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,金村　大裕,阪神,0.00,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.00,7.12,金村　大裕
29,,,,,,,,,,,,,,,,,,,,,,238.0,成瀬　善久,ヤクルト,5.40,12.0,0.0,1.0,0.0,0.0,0.0,70.0,16.2,16.0,4.0,5.0,0.0,10.0,11.0,10.0,1.26,5.94,237.0,成瀬　善久,ヤクルト,5.6,22.0,3.0,2.0,0.0,0.0,0.6,319.0,72.1,82.0,13.0,27.0,5.0,42.0,46.0,45.0,1.51,5.58,222.0,成瀬　善久,ヤクルト,4.76,14.0,3.0,8.0,0.0,0.0,0.273,339.0,79.1,83.0,16.0,21.0,1.0,46.0,46.0,42.0,1.31,5.41,203.0,成瀬　善久,ロッテ,4.67,23.0,9.0,11.0,0.0,0.0,0.45,614.0,142.2,153.0,18.0,41.0,4.0,88.0,78.0,74.0,1.36,4.47,87.0,成瀬　善久,ロッテ,3.00,14.0,6.0,4.0,0.0,0.0,0.6,364.0,87.0,81.0,13.0,25.0,2.0,51.0,36.0,29.0,1.22,4.79,121.0,成瀬　善久,ロッテ,2.83,28.0,12.0,11.0,0.0,0.0,0.522,806.0,200.2,176.0,21.0,34.0,2.0,122.0,71.0,63.0,1.05,3.79,142.0,成瀬　善久,ロッテ,3.27,26.0,10.0,12.0,0.0,0.0,0.455,765.0,189.2,188.0,15.0,18.0,1.0,151.0,75.0,69.0,1.09,2.86,90.0,成瀬　善久,ロッテ,3.31,28.0,13.0,11.0,0.0,0.0,0.542,817.0,203.2,173.0,29.0,34.0,4.0,192.0,78.0,75.0,1.02,3.62,84.0,成瀬　善久,ロッテ,3.28,23.0,11.0,5.0,0.0,0.0,0.688,627.0,153.2,146.0,14.0,28.0,3.0,156.0,61.0,56.0,1.13,2.86,成瀬　善久
30,,,,,,,,,,,,,,,,,,,,,,318.0,誠,西武,19.50,5.0,0.0,1.0,0.0,0.0,0.0,33.0,6.0,9.0,3.0,5.0,1.0,8.0,13.0,13.0,2.33,9.95,312.0,誠,西武,11.74,2.0,0.0,2.0,0.0,0.0,0.0,37.0,7.2,11.0,0.0,7.0,0.0,4.0,10.0,10.0,2.35,4.82,,,,,,,,,,,,,,,,,,,,,,308.0,誠,西武,14.54,2.0,0.0,2.0,0.0,0.0,0.0,30.0,4.1,8.0,2.0,6.0,2.0,3.0,8.0,7.0,3.23,13.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,誠
31,112.0,今村　信貴,巨人,3.66,10.0,5.0,2.0,0.0,0.0,0.7140000000000001,266.0,64.0,63.0,8.0,17.0,3.0,42.0,27.0,26.0,1.25,4.37,248.0,今村　信貴,巨人,5.68,3.0,0.0,2.0,0.0,0.0,0.0,34.0,6.1,12.0,1.0,3.0,1.0,6.0,5.0,4.0,2.37,5.17,235.0,今村　信貴,巨人,5.59,16.0,3.0,4.0,0.0,0.0,0.429,346.0,77.1,87.0,11.0,36.0,2.0,60.0,49.0,48.0,1.59,4.89,,,,,,,,,,,,,,,,,,,,,,260.0,今村　信貴,巨人,6.19,13.0,2.0,1.0,0.0,1.0,0.667,172.0,36.1,47.0,9.0,14.0,2.0,19.0,29.0,25.0,1.68,6.62,42.0,今村　信貴,巨人,2.12,3.0,1.0,1.0,0.0,0.0,0.5,69.0,17.0,18.0,2.0,4.0,0.0,14.0,4.0,4.0,1.29,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,今村　信貴
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,瀬川　隼郎,日本ハム,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.12,139.0,瀬川　隼郎,日本ハム,3.38,9.0,0.0,0.0,0.0,0.0,0.0,47.0,10.2,11.0,0.0,5.0,0.0,9.0,4.0,4.0,1.50,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瀬川　隼郎
33,184.0,武田　翔太,ソフトバンク,4.57,20.0,3.0,9.0,1.0,0.0,0.25,446.0,106.1,105.0,10.0,31.0,1.0,78.0,59.0,54.0,1.28,3.78,133.0,武田　翔太,ソフトバンク,3.68,13.0,6.0,4.0,0.0,0.0,0.6,316.0,71.0,68.0,10.0,33.0,5.0,60.0,35.0,29.0,1.42,4.87,98.0,武田　翔太,ソフトバンク,2.95,27.0,14.0,8.0,0.0,0.0,0.636,769.0,183.0,163.0,12.0,70.0,5.0,144.0,71.0,60.0,1.27,3.63,112.0,武田　翔太,ソフトバンク,3.17,25.0,13.0,6.0,0.0,0.0,0.684,684.0,164.2,142.0,14.0,59.0,2.0,163.0,60.0,58.0,1.22,3.36,29.0,武田　翔太,ソフトバンク,1.87,7.0,3.0,3.0,0.0,0.0,0.5,185.0,43.1,36.0,1.0,22.0,2.0,43.0,15.0,9.0,1.34,3.10,133.0,武田　翔太,ソフトバンク,3.48,17.0,4.0,4.0,0.0,0.0,0.5,415.0,93.0,79.0,3.0,68.0,6.0,56.0,38.0,36.0,1.58,4.72,25.0,武田　翔太,ソフトバンク,1.07,11.0,8.0,1.0,0.0,0.0,0.889,262.0,67.0,40.0,1.0,26.0,1.0,67.0,9.0,8.0,0.99,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,武田　翔太
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,ナーブソン,ヤクルト,4.53,24.0,4.0,11.0,0.0,0.0,0.267,593.0,137.0,136.0,16.0,53.0,2.0,96.0,75.0,69.0,1.38,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ナーブソン
35,46.0,鍵谷　陽平,日本ハム,2.66,23.0,0.0,0.0,0.0,2.0,0.0,104.0,23.2,25.0,2.0,9.0,0.0,19.0,8.0,7.0,1.44,3.75,53.0,鍵谷　陽平,日本ハム,2.53,60.0,2.0,3.0,1.0,17.0,0.4,218.0,57.0,33.0,6.0,17.0,0.0,46.0,23.0,16.0,0.88,3.77,180.0,鍵谷　陽平,日本ハム,4.23,48.0,5.0,3.0,3.0,3.0,0.625,187.0,44.2,37.0,3.0,21.0,0.0,38.0,23.0,21.0,1.3,3.63,219.0,鍵谷　陽平,日本ハム,4.67,40.0,5.0,3.0,0.0,15.0,0.625,159.0,34.2,45.0,3.0,12.0,1.0,32.0,23.0,18.0,1.64,3.52,39.0,鍵谷　陽平,日本ハム,2.20,21.0,1.0,0.0,0.0,2.0,1.0,119.0,28.2,25.0,4.0,10.0,2.0,27.0,9.0,7.0,1.22,4.31,114.0,鍵谷　陽平,日本ハム,3.33,38.0,2.0,3.0,1.0,5.0,0.4,231.0,54.0,41.0,4.0,33.0,1.0,42.0,21.0,20.0,1.37,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鍵谷　陽平
36,317.0,村中　恭兵,ヤクルト,31.50,3.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,1.0,5.0,1.0,3.0,7.0,7.0,4.50,15.62,91.0,村中　恭兵,ヤクルト,3.07,13.0,0.0,0.0,0.0,0.0,0.0,61.0,14.2,4.0,0.0,15.0,0.0,6.0,6.0,5.0,1.30,5.17,167.0,村中　恭兵,ヤクルト,3.9,52.0,7.0,3.0,0.0,6.0,0.7,292.0,67.0,63.0,9.0,38.0,5.0,51.0,29.0,29.0,1.51,5.27,,,,,,,,,,,,,,,,,,,,,,134.0,村中　恭兵,ヤクルト,3.79,7.0,2.0,2.0,0.0,0.0,0.5,152.0,35.2,34.0,2.0,12.0,1.0,22.0,17.0,15.0,1.29,3.71,224.0,村中　恭兵,ヤクルト,5.00,25.0,5.0,9.0,0.0,0.0,0.35700000000000004,520.0,111.2,139.0,12.0,55.0,8.0,65.0,65.0,62.0,1.74,5.02,195.0,村中　恭兵,ヤクルト,3.88,25.0,10.0,7.0,0.0,0.0,0.588,633.0,144.0,155.0,6.0,60.0,5.0,89.0,65.0,62.0,1.49,3.76,203.0,村中　恭兵,ヤクルト,4.29,15.0,4.0,6.0,0.0,0.0,0.4,352.0,84.0,76.0,10.0,30.0,4.0,60.0,45.0,40.0,1.26,4.42,97.0,村中　恭兵,ヤクルト,3.44,28.0,11.0,10.0,0.0,0.0,0.524,765.0,178.0,176.0,15.0,69.0,8.0,163.0,79.0,68.0,1.38,3.66,245.0,村中　恭兵,ヤクルト,7.12,9.0,1.0,6.0,0.0,0.0,0.14300000000000002,202.0,43.0,49.0,5.0,25.0,3.0,35.0,34.0,34.0,1.72,4.96,村中　恭兵
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,中里　篤史,巨人,6.00,2.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,4.0,0.0,3.0,0.0,1.0,2.0,2.0,2.33,5.45,225.0,中里　篤史,中日,6.23,2.0,0.0,0.0,0.0,0.0,0.0,21.0,4.1,6.0,0.0,1.0,0.0,4.0,3.0,3.0,1.62,1.97,中里　篤史
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,グリン,横浜,5.11,23.0,3.0,15.0,0.0,0.0,0.16699999999999998,521.0,118.0,135.0,17.0,35.0,4.0,69.0,73.0,67.0,1.44,4.79,グリン
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,阿斗里,DeNA,13.50,2.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,5.0,0.0,2.0,3.0,3.0,4.00,8.62,118.0,阿斗里,横浜,2.84,3.0,0.0,1.0,0.0,0.0,0.0,24.0,6.1,4.0,0.0,2.0,0.0,1.0,2.0,2.0,0.95,3.75,236.0,阿斗里,横浜,6.51,16.0,0.0,7.0,0.0,0.0,0.0,214.0,47.0,56.0,10.0,16.0,4.0,28.0,37.0,34.0,1.53,5.91,160.0,阿斗里,横浜,4.50,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.00,5.12,阿斗里
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,ネイラー,中日,4.62,7.0,1.0,2.0,0.0,0.0,0.33299999999999996,163.0,37.0,34.0,3.0,18.0,3.0,34.0,21.0,19.0,1.41,4.04,173.0,ネイラー,中日,3.81,10.0,4.0,3.0,0.0,0.0,0.5710000000000001,220.0,52.0,48.0,5.0,19.0,4.0,41.0,22.0,22.0,1.29,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ネイラー
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,鎌田　祐哉,ヤクルト,5.25,9.0,0.0,1.0,0.0,1.0,0.0,47.0,12.0,8.0,2.0,4.0,0.0,10.0,7.0,7.0,1.00,4.37,鎌田　祐哉
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,山本　淳,西武,2.25,12.0,0.0,1.0,0.0,0.0,0.0,74.0,16.0,21.0,1.0,7.0,2.0,10.0,5.0,4.0,1.75,4.37,264.0,山本　淳,西武,6.52,4.0,0.0,1.0,0.0,0.0,0.0,47.0,9.2,12.0,1.0,6.0,1.0,3.0,8.0,7.0,1.86,6.02,,,,,,,,,,,,,,,,,,,,,,282.0,山本　淳,西武,9.45,9.0,0.0,0.0,0.0,0.0,0.0,34.0,6.2,11.0,0.0,3.0,1.0,3.0,7.0,7.0,2.10,4.02,241.0,山本　淳,西武,6.94,12.0,0.0,1.0,0.0,0.0,0.0,59.0,11.2,16.0,0.0,10.0,0.0,6.0,9.0,9.0,2.23,4.66,山本　淳
43,13.0,メルセデス,巨人,1.66,8.0,5.0,2.0,0.0,0.0,0.7140000000000001,230.0,59.2,44.0,2.0,11.0,1.0,34.0,14.0,11.0,0.92,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,メルセデス
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,佐藤　勇,西武,5.76,7.0,1.0,3.0,0.0,0.0,0.25,111.0,25.0,24.0,3.0,13.0,5.0,17.0,16.0,16.0,1.48,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐藤　勇
45,83.0,黒木　優太,オリックス,3.27,37.0,1.0,1.0,0.0,17.0,0.5,134.0,33.0,30.0,2.0,11.0,0.0,25.0,12.0,12.0,1.24,3.21,172.0,黒木　優太,オリックス,4.22,55.0,6.0,3.0,2.0,25.0,0.667,226.0,53.1,39.0,2.0,26.0,2.0,62.0,26.0,25.0,1.22,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黒木　優太
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,福地　元春,DeNA,12.15,6.0,0.0,1.0,0.0,0.0,0.0,36.0,6.2,11.0,2.0,6.0,0.0,5.0,9.0,9.0,2.55,7.32,83.0,福地　元春,DeNA,2.87,13.0,0.0,0.0,0.0,0.0,0.0,74.0,15.2,16.0,0.0,12.0,0.0,16.0,9.0,5.0,1.79,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福地　元春
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,リーチ,横浜,5.95,8.0,1.0,7.0,0.0,0.0,0.125,181.0,39.1,47.0,3.0,21.0,0.0,36.0,28.0,26.0,1.73,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,リーチ
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0,佐藤　峻一,オリックス,13.5,5.0,0.0,0.0,0.0,0.0,0.0,46.0,7.1,18.0,1.0,6.0,1.0,6.0,13.0,11.0,3.27,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐藤　峻一
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,石川　俊介,阪神,5.79,4.0,0.0,0.0,0.0,0.0,0.0,21.0,4.2,6.0,0.0,2.0,0.0,3.0,3.0,3.0,1.71,3.12,247.0,石川　俊介,阪神,7.20,3.0,0.0,1.0,0.0,0.0,0.0,47.0,10.0,12.0,1.0,4.0,0.0,11.0,8.0,8.0,1.60,3.42,石川　俊介
50,307.0,南川　忠亮,西武,15.43,4.0,0.0,0.0,0.0,0.0,0.0,27.0,4.2,12.0,2.0,3.0,0.0,6.0,9.0,8.0,3.21,8.05,284.0,南川　忠亮,西武,7.71,5.0,0.0,0.0,0.0,0.0,0.0,23.0,4.2,6.0,1.0,4.0,0.0,5.0,4.0,4.0,2.14,6.33,49.0,南川　忠亮,西武,2.25,4.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,1.75,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南川　忠亮
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,金村　曉,阪神,22.50,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,6.0,1.0,3.0,0.0,0.0,6.0,5.0,4.50,14.12,56.0,金村　曉,阪神,2.76,22.0,1.0,1.0,0.0,0.0,0.5,135.0,32.2,34.0,3.0,8.0,0.0,23.0,12.0,10.0,1.29,3.55,金村　曉
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,木村　文紀,西武,4.50,8.0,0.0,0.0,0.0,0.0,0.0,59.0,14.0,13.0,0.0,7.0,0.0,6.0,7.0,7.0,1.43,3.76,124.0,木村　文紀,西武,2.88,21.0,1.0,0.0,0.0,1.0,1.0,106.0,25.0,27.0,2.0,6.0,3.0,17.0,11.0,8.0,1.32,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木村　文紀
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,オビスポ,日本ハム,54.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,1.0,3.0,0.0,0.0,6.0,6.0,7.0,25.12,200.0,オビスポ,巨人,5.21,14.0,2.0,3.0,0.0,1.0,0.4,223.0,48.1,60.0,9.0,18.0,7.0,22.0,33.0,28.0,1.61,6.12,48.0,オビスポ,巨人,2.45,14.0,6.0,1.0,0.0,1.0,0.857,233.0,58.2,44.0,7.0,11.0,4.0,48.0,16.0,16.0,0.94,3.80,オビスポ
54,160.0,ワグナー,西武,4.22,36.0,2.0,1.0,1.0,9.0,0.667,147.0,32.0,29.0,3.0,23.0,2.0,24.0,21.0,15.0,1.63,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ワグナー
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,江草　仁貴,広島,6.0,8.0,0.0,0.0,0.0,1.0,0.0,38.0,9.0,8.0,1.0,4.0,1.0,5.0,6.0,6.0,1.33,5.12,48.0,江草　仁貴,広島,2.25,7.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,7.0,0.0,4.0,1.0,7.0,2.0,2.0,1.38,3.25,63.0,江草　仁貴,広島,2.70,8.0,0.0,0.0,0.0,1.0,0.0,29.0,6.2,6.0,0.0,3.0,0.0,6.0,2.0,2.0,1.35,2.67,294.0,江草　仁貴,広島,9.00,3.0,0.0,1.0,0.0,0.0,0.0,17.0,3.0,6.0,2.0,1.0,0.0,1.0,5.0,3.0,2.33,12.12,215.0,江草　仁貴,広島,4.43,26.0,0.0,0.0,0.0,5.0,0.0,86.0,20.1,17.0,2.0,9.0,0.0,15.0,11.0,10.0,1.28,4.25,240.0,江草　仁貴,西武,5.63,12.0,0.0,1.0,0.0,3.0,0.0,41.0,8.0,7.0,0.0,9.0,0.0,6.0,8.0,5.0,2.0,4.62,192.0,江草　仁貴,阪神,5.12,21.0,1.0,0.0,0.0,2.0,1.0,89.0,19.1,22.0,1.0,13.0,0.0,15.0,12.0,11.0,1.81,3.95,54.0,江草　仁貴,阪神,2.71,62.0,4.0,5.0,0.0,11.0,0.444,274.0,63.0,50.0,3.0,40.0,2.0,65.0,21.0,19.0,1.43,3.68,江草　仁貴
